volume_id:string;volume_number:string;volume_title:string
500005110;10;Volume 10
500005110;10;Volume 10
500005110;10;Volume 10
500005110;10;Volume 10
500005110;10;Volume 10
500005110;10;Volume 10
500005111;11;Volume 11
500005111;11;Volume 11
500005111;11;Volume 11
500005112;12;Volume 12
500005112;12;Volume 12
500005112;12;Volume 12
500005112;12;Volume 12
500005112;12;Volume 12
500005112;12;Volume 12
500005113;13;Volume 13
500005113;13;Volume 13
500005113;13;Volume 13
500005113;13;Volume 13
500005114;14;Volume 14
500005115;15;Volume 15
500005115;15;Volume 15
500005116;16;Volume 16
500005117;18;Volume 18
500005117;18;Volume 18
500005118;19;Volume 19
500005118;19;Volume 19
500005118;19;Volume 19
500005118;19;Volume 19
500005118;19;Volume 19
500005119;21;Volume 21
500005120;24;Volume 24
500005121;25;Volume 25
500005122;26;Volume 26
500005123;28;Volume 28
500005124;29;Volume 29
500005125;33;Volume 33
500005126;38;Volume 38
500005126;38;Volume 38
500005127;1;Volume 1
500005128;3;Volume 3
500005129;6;Volume 6
500005129;6;Volume 6
500005129;6;Volume 6
500005130;7;Volume 7
500005130;7;Volume 7
500005130;7;Volume 7
500005131;8;Volume 8
500005131;8;Volume 8
500005131;8;Volume 8
500005132;9;Volume 9
500005133;10;Volume 10
500005134;11;Volume 11
500005135;12;Volume 12
500005135;12;Volume 12
500005136;13;Volume 13
500005137;14;Volume 14
500005137;14;Volume 14
500005138;16;Volume 16
500005139;17;Volume 17
500005139;17;Volume 17
500005139;17;Volume 17
500005140;18;Volume 18
500005141;19;Volume 19
500005142;20;Volume 20
500005143;21;Volume 21
500005144;22;Volume 22
500005144;22;Volume 22
500005145;23;Volume 23
500005145;23;Volume 23
500005146;24;Volume 24
500005146;24;Volume 24
500005146;24;Volume 24
500005146;24;Volume 24
500005147;25;Volume 25
500005147;25;Volume 25
500005148;26;Volume 26
500005149;27;Volume 27
500005149;27;Volume 27
500005149;27;Volume 27
500005149;27;Volume 27
500005150;28;Volume 28
500005150;28;Volume 28
500005150;28;Volume 28
500005151;29;Volume 29
500005151;29;Volume 29
500005152;30;Volume 30
500005153;2;Volume 2
500005154;7;Volume 7
500005155;10;Volume 10
500005156;11;Volume 11
500005157;12;Volume 12
500005158;3;Volume 3
500005159;5;Volume 5
500005159;5;Volume 5
500005159;5;Volume 5
500005159;5;Volume 5
500005159;5;Volume 5
500005160;6;Volume 6
500005160;6;Volume 6
500005160;6;Volume 6
500005160;6;Volume 6
500005160;6;Volume 6
500005160;6;Volume 6
500005160;6;Volume 6
500005161;7;Volume 7
500005161;7;Volume 7
500005162;8;Volume 8
500005162;8;Volume 8
500005162;8;Volume 8
500005163;9;Volume 9
500005163;9;Volume 9
500005164;10;Volume 10
500005164;10;Volume 10
500005164;10;Volume 10
500005164;10;Volume 10
500005164;10;Volume 10
500005165;11;Volume 11
500005165;11;Volume 11
500005165;11;Volume 11
500005165;11;Volume 11
500005165;11;Volume 11
500005165;11;Volume 11
500005166;12;Volume 12
500005166;12;Volume 12
500005166;12;Volume 12
500005167;13;Volume 13
500005167;13;Volume 13
500005167;13;Volume 13
500005167;13;Volume 13
500005168;14;Volume 14
500005168;14;Volume 14
500005168;14;Volume 14
500005169;4;Volume 4
500005170;10;Volume 10
500005171;14;Volume 14
500005172;2010;Volume 2010
500005173;2011;Volume 2011
500005174;2012;Volume 2012
500005174;2012;Volume 2012
500005175;2013;Volume 2013
500005175;2013;Volume 2013
500005176;2014;Volume 2014
500005176;2014;Volume 2014
500005176;2014;Volume 2014
500005176;2014;Volume 2014
500005177;2015;Volume 2015
500005177;2015;Volume 2015
500005177;2015;Volume 2015
500005177;2015;Volume 2015
500005178;2016;Volume 2016
500005178;2016;Volume 2016
500005178;2016;Volume 2016
500005178;2016;Volume 2016
500005179;2017;Volume 2017
500005180;2019;Volume 2019
500005181;6;Volume 6
500005182;7;Volume 7
500005182;7;Volume 7
500005182;7;Volume 7
500005182;7;Volume 7
500005182;7;Volume 7
500005183;1;Volume 1
500005184;5;Volume 5
500005185;8;Volume 8
500005186;2;Volume 2
500005187;3;Volume 3
500005188;11;Volume 11
500005189;16;Volume 16
500005190;19;Volume 19
500005191;22;Volume 22
500005192;27;Volume 27
500005193;29;Volume 29
500005194;30;Volume 30
500005194;30;Volume 30
500005195;37;Volume 37
500005196;38;Volume 38
500005197;42;Volume 42
500005198;1;Volume 1
500005199;3;Volume 3
500005200;7;Volume 7
500005201;13;Volume 13
500005202;14;Volume 14
500005203;15;Volume 15
500005204;2;Volume 2
500005204;2;Volume 2
500005205;7;Volume 7
500005206;12;Volume 12
500005207;24;Volume 24
500005208;28;Volume 28
500005209;34;Volume 34
500005210;39;Volume 39
500005210;39;Volume 39
500005211;40;Volume 40
500005212;43;Volume 43
500005213;44;Volume 44
500005214;47;Volume 47
500005215;48;Volume 48
500005216;54;Volume 54
500005217;57;Volume 57
500005218;61;Volume 61
500005219;65;Volume 65
500005220;66;Volume 66
500005221;69;Volume 69
500005222;72;Volume 72
500005223;73;Volume 73
500005224;75;Volume 75
500005225;78;Volume 78
500005226;80;Volume 80
500005226;80;Volume 80
500005226;80;Volume 80
500005227;81;Volume 81
500005227;81;Volume 81
500005228;82;Volume 82
500005228;82;Volume 82
500005229;83;Volume 83
500005229;83;Volume 83
500005230;84;Volume 84
500005230;84;Volume 84
500005230;84;Volume 84
500005231;85;Volume 85
500005231;85;Volume 85
500005231;85;Volume 85
500005231;85;Volume 85
500005232;86;Volume 86
500005232;86;Volume 86
500005232;86;Volume 86
500005232;86;Volume 86
500005233;87;Volume 87
500005234;88;Volume 88
500005234;88;Volume 88
500005235;89;Volume 89
500005235;89;Volume 89
500005235;89;Volume 89
500005236;90;Volume 90
500005236;90;Volume 90
500005236;90;Volume 90
500005237;91;Volume 91
500005237;91;Volume 91
500005237;91;Volume 91
500005237;91;Volume 91
500005237;91;Volume 91
500005237;91;Volume 91
500005238;92;Volume 92
500005238;92;Volume 92
500005238;92;Volume 92
500005238;92;Volume 92
500005238;92;Volume 92
500005239;93;Volume 93
500005239;93;Volume 93
500005239;93;Volume 93
500005239;93;Volume 93
500005240;94;Volume 94
500005241;99;Volume 99
500005242;100;Volume 100
500005242;100;Volume 100
500005243;104;Volume 104
500005243;104;Volume 104
500005243;104;Volume 104
500005244;107;Volume 107
500005245;112;Volume 112
500005246;113;Volume 113
500005247;115;Volume 115
500005248;117;Volume 117
500005249;120;Volume 120
500005250;127;Volume 127
500005250;127;Volume 127
500005251;129;Volume 129
500005252;132;Volume 132
500005253;144;Volume 144
500005254;157;Volume 157
500005255;1;Volume 1
500005255;1;Volume 1
500005255;1;Volume 1
500005255;1;Volume 1
500005255;1;Volume 1
500005256;2;Volume 2
500005256;2;Volume 2
500005256;2;Volume 2
500005256;2;Volume 2
500005256;2;Volume 2
500005257;3;Volume 3
500005257;3;Volume 3
500005257;3;Volume 3
500005257;3;Volume 3
500005257;3;Volume 3
500005257;3;Volume 3
500005258;4;Volume 4
500005258;4;Volume 4
500005258;4;Volume 4
500005258;4;Volume 4
500005258;4;Volume 4
500005258;4;Volume 4
500005259;5;Volume 5
500005259;5;Volume 5
500005259;5;Volume 5
500005259;5;Volume 5
500005259;5;Volume 5
500005259;5;Volume 5
500005259;5;Volume 5
500005260;6;Volume 6
500005260;6;Volume 6
500005260;6;Volume 6
500005260;6;Volume 6
500005261;7;Volume 7
500005261;7;Volume 7
500005261;7;Volume 7
500005261;7;Volume 7
500005261;7;Volume 7
500005261;7;Volume 7
500005261;7;Volume 7
500005262;8;Volume 8
500005262;8;Volume 8
500005262;8;Volume 8
500005262;8;Volume 8
500005262;8;Volume 8
500005262;8;Volume 8
500005263;9;Volume 9
500005263;9;Volume 9
500005263;9;Volume 9
500005264;10;Volume 10
500005264;10;Volume 10
500005265;11;Volume 11
500005266;12;Volume 12
500005266;12;Volume 12
500005266;12;Volume 12
500005267;13;Volume 13
500005267;13;Volume 13
500005268;14;Volume 14
500005268;14;Volume 14
500005268;14;Volume 14
500005268;14;Volume 14
500005269;15;Volume 15
500005269;15;Volume 15
500005269;15;Volume 15
500005270;16;Volume 16
500005271;17;Volume 17
500005272;19;Volume 19
500005272;19;Volume 19
500005273;28;Volume 28
500005274;34;Volume 34
500005275;1;Volume 1
500005276;2006;Volume 2006
500005277;2008;Volume 2008
500005278;1;Volume 1
500005279;2;Volume 2
500005280;3;Volume 3
500005281;4;Volume 4
500005281;4;Volume 4
500005282;6;Volume 6
500005283;7;Volume 7
500005284;12;Volume 12
500005284;12;Volume 12
500005285;13;Volume 13
500005285;13;Volume 13
500005286;14;Volume 14
500005286;14;Volume 14
500005287;15;Volume 15
500005287;15;Volume 15
500005288;16;Volume 16
500005289;17;Volume 17
500005290;18;Volume 18
500005290;18;Volume 18
500005290;18;Volume 18
500005290;18;Volume 18
500005291;19;Volume 19
500005291;19;Volume 19
500005292;20;Volume 20
500005292;20;Volume 20
500005292;20;Volume 20
500005293;22;Volume 22
500005293;22;Volume 22
500005294;24;Volume 24
500005295;25;Volume 25
500005295;25;Volume 25
500005296;3;Volume 3
500005297;4;Volume 4
500005298;5;Volume 5
500005299;6;Volume 6
500005299;6;Volume 6
500005300;11;Volume 11
500005300;11;Volume 11
500005301;12;Volume 12
500005301;12;Volume 12
500005301;12;Volume 12
500005301;12;Volume 12
500005302;1;Volume 1
500005303;3;Volume 3
500005303;3;Volume 3
500005304;4;Volume 4
500005305;5;Volume 5
500005306;6;Volume 6
500005306;6;Volume 6
500005307;7;Volume 7
500005308;13;Volume 13
500005308;13;Volume 13
500005309;15;Volume 15
500005309;15;Volume 15
500005310;16;Volume 16
500005310;16;Volume 16
500005311;1;Volume 1
500005312;4;Volume 4
500005312;4;Volume 4
500005313;12;Volume 12
500005313;12;Volume 12
500005314;13;Volume 13
500005315;4;Volume 4
500005316;7;Volume 7
500005316;7;Volume 7
500005317;10;Volume 10
500005318;11;Volume 11
500005319;12;Volume 12
500005319;12;Volume 12
500005320;14;Volume 14
500005320;14;Volume 14
500005321;15;Volume 15
500005322;19;Volume 19
500005323;21;Volume 21
500005324;22;Volume 22
500005324;22;Volume 22
500005325;23;Volume 23
500005326;25;Volume 25
500005326;25;Volume 25
500005327;26;Volume 26
500005327;26;Volume 26
500005327;26;Volume 26
500005328;28;Volume 28
500005329;29;Volume 29
500005330;3;Volume 3
500005331;6;Volume 6
500005332;7;Volume 7
500005333;9;Volume 9
500005334;13;Volume 13
500005335;14;Volume 14
500005336;15;Volume 15
500005337;16;Volume 16
500005338;17;Volume 17
500005338;17;Volume 17
500005338;17;Volume 17
500005339;18;Volume 18
500005339;18;Volume 18
500005339;18;Volume 18
500005340;19;Volume 19
500005340;19;Volume 19
500005340;19;Volume 19
500005341;20;Volume 20
500005341;20;Volume 20
500005341;20;Volume 20
500005342;21;Volume 21
500005342;21;Volume 21
500005343;23;Volume 23
500005343;23;Volume 23
500005344;24;Volume 24
500005345;25;Volume 25
500005345;25;Volume 25
500005346;27;Volume 27
500005346;27;Volume 27
500005347;28;Volume 28
500005347;28;Volume 28
500005347;28;Volume 28
500005347;28;Volume 28
500005347;28;Volume 28
500005347;28;Volume 28
500005347;28;Volume 28
500005347;28;Volume 28
500005348;29;Volume 29
500005348;29;Volume 29
500005348;29;Volume 29
500005348;29;Volume 29
500005349;30;Volume 30
500005350;31;Volume 31
500005350;31;Volume 31
500005350;31;Volume 31
500005351;33;Volume 33
500005351;33;Volume 33
500005351;33;Volume 33
500005351;33;Volume 33
500005351;33;Volume 33
500005351;33;Volume 33
500005352;34;Volume 34
500005353;35;Volume 35
500005353;35;Volume 35
500005354;36;Volume 36
500005354;36;Volume 36
500005355;38;Volume 38
500005355;38;Volume 38
500005355;38;Volume 38
500005355;38;Volume 38
500005356;41;Volume 41
500005356;41;Volume 41
500005356;41;Volume 41
500005356;41;Volume 41
500005356;41;Volume 41
500005357;43;Volume 43
500005357;43;Volume 43
500005357;43;Volume 43
500005357;43;Volume 43
500005357;43;Volume 43
500005357;43;Volume 43
500005358;44;Volume 44
500005358;44;Volume 44
500005359;45;Volume 45
500005359;45;Volume 45
500005359;45;Volume 45
500005360;46;Volume 46
500005361;47;Volume 47
500005361;47;Volume 47
500005361;47;Volume 47
500005361;47;Volume 47
500005362;48;Volume 48
500005362;48;Volume 48
500005363;49;Volume 49
500005363;49;Volume 49
500005363;49;Volume 49
500005364;51;Volume 51
500005364;51;Volume 51
500005364;51;Volume 51
500005364;51;Volume 51
500005364;51;Volume 51
500005364;51;Volume 51
500005364;51;Volume 51
500005364;51;Volume 51
500005364;51;Volume 51
500005365;52;Volume 52
500005365;52;Volume 52
500005365;52;Volume 52
500005366;54;Volume 54
500005367;55;Volume 55
500005367;55;Volume 55
500005367;55;Volume 55
500005368;56;Volume 56
500005369;58;Volume 58
500005370;59;Volume 59
500005371;60;Volume 60
500005372;64;Volume 64
500005373;67;Volume 67
500005374;70;Volume 70
500005375;72;Volume 72
500005376;78;Volume 78
500005377;79;Volume 79
500005378;80;Volume 80
500005378;80;Volume 80
500005378;80;Volume 80
500005379;81;Volume 81
500005379;81;Volume 81
500005380;82;Volume 82
500005380;82;Volume 82
500005381;83;Volume 83
500005382;2;Volume 2
500005383;7;Volume 7
500005384;13;Volume 13
500005385;26;Volume 26
500005386;39;Volume 39
500005387;44;Volume 44
500005388;1;Volume 1
500005389;13;Volume 13
500005390;15;Volume 15
500005391;17;Volume 17
500005392;23;Volume 23
500005393;28;Volume 28
500005394;8;Volume 8
500005395;9;Volume 9
500005396;10;Volume 10
500005397;5;Volume 5
500005398;6;Volume 6
500005399;9;Volume 9
500005399;9;Volume 9
500005400;20;Volume 20
500005401;23;Volume 23
500005402;24;Volume 24
500005403;25;Volume 25
500005403;25;Volume 25
500005403;25;Volume 25
500005403;25;Volume 25
500005404;26;Volume 26
500005405;30;Volume 30
500005406;31;Volume 31
500005407;1;Volume 1
500005408;6;Volume 6
500005409;11;Volume 11
500005410;2;Volume 2
500005411;3;Volume 3
500005412;4;Volume 4
500005413;3;Volume 3
500005414;32;Volume 32
500005415;35;Volume 35
500005416;44;Volume 44
500005417;53;Volume 53
500005418;58;Volume 58
500005419;63;Volume 63
500005420;66;Volume 66
500005420;66;Volume 66
500005421;70;Volume 70
500005422;74;Volume 74
500005423;75;Volume 75
500005424;78;Volume 78
500005425;81;Volume 81
500005426;85;Volume 85
500005427;86;Volume 86
500005428;87;Volume 87
500005429;92;Volume 92
500005430;96;Volume 96
500005431;99;Volume 99
500005432;101;Volume 101
500005433;102;Volume 102
500005434;105;Volume 105
500005435;109;Volume 109
500005436;8;Volume 8
500005437;12;Volume 12
500005438;2;Volume 2
500005439;8;Volume 8
500005440;6;Volume 6
500005441;10;Volume 10
500005442;4;Volume 4
500005443;2015;Volume 2015
500005443;2015;Volume 2015
500005444;2016;Volume 2016
500005444;2016;Volume 2016
500005445;2017;Volume 2017
500005446;2018;Volume 2018
500005447;45;Volume 45
500005448;48;Volume 48
500005449;50;Volume 50
500005450;54;Volume 54
500005450;54;Volume 54
500005451;55;Volume 55
500005451;55;Volume 55
500005452;56;Volume 56
500005453;57;Volume 57
500005453;57;Volume 57
500005453;57;Volume 57
500005454;58;Volume 58
500005455;59;Volume 59
500005455;59;Volume 59
500005456;60;Volume 60
500005456;60;Volume 60
500005456;60;Volume 60
500005457;61;Volume 61
500005457;61;Volume 61
500005457;61;Volume 61
500005458;62;Volume 62
500005459;79;Volume 79
500005460;87;Volume 87
500005461;99;Volume 99
500005461;99;Volume 99
500005462;101;Volume 101
500005463;102;Volume 102
500005464;104;Volume 104
500005465;112;Volume 112
500005466;7;Volume 7
500005467;9;Volume 9
500005468;17;Volume 17
500005469;19;Volume 19
500005469;19;Volume 19
500005470;25;Volume 25
500005471;123;Volume 123
500005471;123;Volume 123
500005472;125;Volume 125
500005473;127;Volume 127
500005474;129;Volume 129
500005474;129;Volume 129
500005475;130;Volume 130
500005476;131;Volume 131
500005477;132;Volume 132
500005477;132;Volume 132
500005478;134;Volume 134
500005479;135;Volume 135
500005479;135;Volume 135
500005480;41;Volume 41
500005480;41;Volume 41
500005480;41;Volume 41
500005481;42;Volume 42
500005482;43;Volume 43
500005482;43;Volume 43
500005482;43;Volume 43
500005483;44;Volume 44
500005484;45;Volume 45
500005485;46;Volume 46
500005485;46;Volume 46
500005485;46;Volume 46
500005486;47;Volume 47
500005487;48;Volume 48
500005487;48;Volume 48
500005488;49;Volume 49
500005488;49;Volume 49
500005488;49;Volume 49
500005488;49;Volume 49
500005488;49;Volume 49
500005488;49;Volume 49
500005489;50;Volume 50
500005489;50;Volume 50
500005490;51;Volume 51
500005490;51;Volume 51
500005491;52;Volume 52
500005492;53;Volume 53
500005492;53;Volume 53
500005492;53;Volume 53
500005492;53;Volume 53
500005492;53;Volume 53
500005492;53;Volume 53
500005492;53;Volume 53
500005493;54;Volume 54
500005493;54;Volume 54
500005493;54;Volume 54
500005493;54;Volume 54
500005494;55;Volume 55
500005494;55;Volume 55
500005494;55;Volume 55
500005494;55;Volume 55
500005494;55;Volume 55
500005495;56;Volume 56
500005496;2;Volume 2
500005497;14;Volume 14
500005498;20;Volume 20
500005499;23;Volume 23
500005500;24;Volume 24
500005500;24;Volume 24
500005500;24;Volume 24
500005500;24;Volume 24
500005501;25;Volume 25
500005501;25;Volume 25
500005502;26;Volume 26
500005503;15;Volume 15
500005504;19;Volume 19
500005505;25;Volume 25
500005506;26;Volume 26
500005506;26;Volume 26
500005506;26;Volume 26
500005507;29;Volume 29
500005508;21;Volume 21
500005509;1;Volume 1
500005510;4;Volume 4
500005510;4;Volume 4
500005511;5;Volume 5
500005511;5;Volume 5
500005511;5;Volume 5
500005511;5;Volume 5
500005511;5;Volume 5
500005511;5;Volume 5
500005511;5;Volume 5
500005511;5;Volume 5
500005512;6;Volume 6
500005512;6;Volume 6
500005512;6;Volume 6
500005512;6;Volume 6
500005512;6;Volume 6
500005513;7;Volume 7
500005513;7;Volume 7
500005513;7;Volume 7
500005513;7;Volume 7
500005513;7;Volume 7
500005513;7;Volume 7
500005513;7;Volume 7
500005514;8;Volume 8
500005514;8;Volume 8
500005514;8;Volume 8
500005514;8;Volume 8
500005514;8;Volume 8
500005514;8;Volume 8
500005514;8;Volume 8
500005514;8;Volume 8
500005514;8;Volume 8
500005515;9;Volume 9
500005515;9;Volume 9
500005515;9;Volume 9
500005515;9;Volume 9
500005515;9;Volume 9
500005515;9;Volume 9
500005515;9;Volume 9
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005516;10;Volume 10
500005517;11;Volume 11
500005517;11;Volume 11
500005517;11;Volume 11
500005517;11;Volume 11
500005517;11;Volume 11
500005517;11;Volume 11
500005517;11;Volume 11
500005517;11;Volume 11
500005518;12;Volume 12
500005518;12;Volume 12
500005518;12;Volume 12
500005518;12;Volume 12
500005518;12;Volume 12
500005518;12;Volume 12
500005518;12;Volume 12
500005518;12;Volume 12
500005518;12;Volume 12
500005519;13;Volume 13
500005519;13;Volume 13
500005519;13;Volume 13
500005519;13;Volume 13
500005519;13;Volume 13
500005519;13;Volume 13
500005520;14;Volume 14
500005520;14;Volume 14
500005520;14;Volume 14
500005520;14;Volume 14
500005520;14;Volume 14
500005520;14;Volume 14
500005520;14;Volume 14
500005520;14;Volume 14
500005520;14;Volume 14
